GEM plant ID,Plant name (English),Plant name (other language),Other plant names (English),Other plant names (other language),Owner,Owner (other language),Owner GEM entity ID,Owner PermID,SOE status,Parent (English),Parent GEM entity ID,Parent PermID,Location address,Location address (other language),Municipality,Subnational unit,Country/area,Region,Coordinates,Coordinate accuracy,GEM wiki page,Plant age,Announced date,Construction date,Start date,Pre-retirement announcement date,Idled date,Retired date,Ferronickel capacity (ttpa),Sinter plant capacity (ttpa),Coking plant capacity (ttpa),Pelletizing plant capacity (ttpa),Category steel product,Steel products,Steel sector end users,Workforce size,ISO 14001,ISO 50001,ResponsibleSteel certification,Main production equipment,Power source,Iron ore source,Met coal source,Total capacity (ttpa),Latitude,Longitude,Country_code,distance_degrees,litpop_index,LitPop_value,LitPop_latitude,LitPop_longitude,LitPop_region_id,LitPop_impf
P100000120172,Baowu Group Echeng Iron and Steel Co Ltd,武汉钢铁集团鄂城钢铁有限责任公司,"Wuhan Iron and Steel Group Echeng Iron and Steel Co., Ltd.",宝武集团鄂城钢铁有限公司,Baowu Group Echeng Iron & Steel Co Ltd,宝武集团鄂城钢铁有限公司,E100000123229,unknown,Partial,China Baowu Steel Group Co Ltd [75.0%]; Guangdong Guangwu Holding Group Co Ltd [25.0%],E100001000472 [75.0%]; E100000123746 [25.0%],5000039946 [75.0%]; unknown [25.0%],"No. 215 Wuchang Avenue, Ezhou City, Hubei Province",湖北省鄂州市武昌大道215号,Ezhou,Hubei,China,Asia Pacific,"30.3957400, 114.8613130",exact,https://www.gem.wiki/Baowu_Group_Echeng_Iron_and_Steel_Co_Ltd,68.0,unknown,unknown,1958,unknown,unknown,unknown,,,,,finished rolled,"structural, spring steel, wire rod, rod, billet",unknown,5388,2024-05-08 00:00:00,2024-05-08 00:00:00,no,BF; BOF,10.38 MW Photovoltaic power generation on rooftops and water surfaces,unknown,unknown,,30.39574,114.861313,CHN,0.024849176424986824,107730,14250230836.869875,30.375,114.875,156,1
P100000120223,Bengang Steel Plates Co Ltd,本溪钢铁厂,Benxi Iron & Steel,本钢板材股份有限公司,Bengang Steel Plates Co Ltd,本钢板材股份有限公司,E100000122467,unknown,,Bengang Steel Plates Co Ltd [100.0%],E100000122467 [100.0%],unknown [100.0%],No. 16 Renmin Road,辽宁省本溪市平山区人民路16号,unknown,Liaoning,China,Asia Pacific,"41.2741320, 123.7220990",exact,https://www.gem.wiki/Bengang_Steel_Plates_Co_Ltd,28.65,unknown,unknown,1997-06-27 00:00:00,unknown,unknown,unknown,,,,,finished rolled,plate,"automotive, building and infrastructure, energy, tools and machinery, transport",17044,2023-05-20 00:00:00,2023-05-20 00:00:00,no,BF; BOF; EAF,Self-owned Power Plant,unknown,unknown,,41.274132,123.722099,CHN,0.022292562045615447,38833,10302505895.931911,41.29166667,123.70833333,156,1
P100000120224,Benxi Beiying Iron and Steel Group Co Ltd Beitai Town,本溪北营钢铁(集团)股份有限公司,"Benxi-Beiying Iron and Steel (Group) Holdings Co., Ltd.",本溪北营钢铁(集团)有限公司,Benxi Beiying Iron & Steel (GROUP) Co Ltd,本溪北营钢铁（集团）股份有限公司,E100000123156,unknown,Partial,Ansteel Group Co Ltd [46.5%]; Bengang Group Co Ltd [27.7%]; Liaoning Huida Enterprise Management Co Ltd [8.2%]; China Minmetals Corp [7.0%]; unknown [6.4%]; Beijing Jianlong Investment Co Ltd [2.9%]; Fushun State-Owned Assets Management Co Ltd [1.3%],E100000124667 [46.5%]; E100000123998 [27.7%]; E100000124666 [8.2%]; E100000123999 [7.0%]; E100000132388 [6.4%]; E100000000155 [2.9%]; E100000125132 [1.3%],5037655487 [46.5%]; unknown [27.7%]; unknown [8.2%]; 5000069311 [7.0%]; unknown [6.4%]; unknown [2.9%]; unknown [1.3%],unknown,辽宁省本溪市平山区北台镇,Beitai,Liaoning,China,Asia Pacific,"41.2248140, 123.6083740",exact,https://www.gem.wiki/Benxi_Beiying_Iron_and_Steel_Group_Co_Ltd_Beitai_Town,23.88,unknown,unknown,2002-04-05 00:00:00,unknown,unknown,unknown,,,,,finished rolled,"coil, rebar, sheet, wire",unknown,18675,2025-02-28 00:00:00,2024-06-08 00:00:00,no,BF; BOF,unknown,unknown,unknown,,41.224814,123.608374,CHN,0.02341017641217114,39410,423489077.5911907,41.20833333,123.625,156,1
P100000120125,Cangzhou China Railway Equipment Manufacture Material Co Ltd,沧州中铁装备制造材料有限公司,,,Cangzhou China Railway Equipment Manufacturing Materials Co Ltd,沧州中铁装备制造材料有限公司,E100000126465,unknown,,China Railway Materials Group Holdings Ltd [49.0%]; Shuangyao Investment Co Ltd [25.0%]; Hebei Xinhua United Metallurgical Holding Group Co Ltd [15.6%]; Sinogiant Steel HOLDINGS Group Ltd [9.4%]; unknown [1.0%],E100000130609 [49.0%]; E100000130610 [25.0%]; E100000128544 [15.6%]; E100000128537 [9.4%]; E100000132388 [1.0%],unknown [49.0%]; unknown [25.0%]; unknown [15.6%]; unknown [9.4%]; unknown [1.0%],"Industrial Zone, Huanghua Port Development Zone, Cangzhou City, Hebei Province",河北省黄骅港开发区工业区,Huanghua,Hebei,China,Asia Pacific,"38.2892210, 117.8143670",exact,https://www.gem.wiki/Cangzhou_China_Railway_Equipment_Manufacture_Material_Co_Ltd,20.0,unknown,unknown,2006,unknown,unknown,unknown,,5775.0,988.0,,finished rolled,"coil, hot rolled","tools and machinery, transport",10100,2025-07-29 00:00:00,2024-09-10 00:00:00,no,BF; BOF,Living Area 3MW Distributed Photovoltaic Power Generation Project,unknown,unknown,6763.0,38.289221,117.814367,CHN,0.02283169472155079,58940,477468708.0493724,38.29166667,117.79166667,156,1
P100000120385,Cangzhou Lingang Sanling Metal Co Ltd,沧州临港三菱金属制品有限公司,,,Cangzhou Lingang Sanling Metal Co Ltd,沧州临港三菱金属制品有限公司,E100000126397,unknown,,Cangzhou Lingang Sanling Metal Co Ltd [100.0%],E100000126397 [100.0%],unknown [100.0%],"Lingang Economic Development District, Cangzhou City, Hebei Province",河北省沧州市临港经济技术开发区,Cangzhou,Hebei,China,Asia Pacific,"38.3117380, 117.4577790",exact,https://www.gem.wiki/Cangzhou_Lingang_Sanling_Metal_Co_Ltd,31.0,unknown,unknown,1995,unknown,unknown,unknown,,,,,finished rolled,"round bar, bar","automotive, tools and machinery",240,2024-12-19 00:00:00,no,no,EAF,unknown,unknown,unknown,,38.311738,117.457779,CHN,0.020078983283966734,58936,90759574.23978685,38.29166667,117.45833333,156,1
P100001064089,Changli Xingguo Precision Machinery Co Ltd,昌黎县兴国精密机件有限公司,,,Changli Xingguo Precision Machinery Co Ltd,,E100002021991,unknown,,Changli Xingguo Precision Machinery Co Ltd [100.0%],E100002021991 [100.0%],unknown [100.0%],unknown,河北省昌黎县循环经济产业园,Qinhuangdao,Hebei,China,Asia Pacific,"39.7049210, 118.8974170",exact,https://www.gem.wiki/Changli_Xingguo_Precision_Machinery_Co_Ltd,30.47,unknown,unknown,1995-09-01 00:00:00,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","Foundry Pig Iron, Castings",unknown,840,2024-03-15 00:00:00,2025-01-23 00:00:00,no,BF,unknown,unknown,unknown,,39.704921,118.897417,CHN,0.02267522623986622,49790,853581286.6142415,39.70833333,118.875,156,1
P100000120194,Changshu Longteng Special Steel Co Ltd,常熟市龙腾特种钢有限公司,Changshu Longteng Special Steel Factory,常熟市龙腾特种钢厂,Changshu Longteng Special Steel Co Ltd,常熟市龙腾特种钢有限公司,E100000126408,unknown,,Changshu Longteng Special Steel Co Ltd [100.0%],E100000126408 [100.0%],unknown [100.0%],"No. 118 Hualian Road, Tonggang Industrial Park",江苏省常熟市梅李镇通港工业园华联路118号,Meili,Jiangsu,China,Asia Pacific,"31.7238330, 120.8356850",exact,https://www.gem.wiki/Changshu_Longteng_Special_Steel_Co_Ltd,31.75,unknown,unknown,1994-05-23 00:00:00,unknown,unknown,unknown,,,,,finished rolled,"rod, sections, hot rolled","building and infrastructure, tools and machinery, transport",3469,2024-10-21 00:00:00,2025-01-08 00:00:00,no,BF; BOF; EAF,±800 kV Baihetan-Jiangsu Ultra-High Voltage Direct Current Transmission Project,unknown,unknown,,31.723833,120.835685,CHN,0.042260016506256506,99771,9736930825.62187,31.70833333,120.875,156,1
P100000120265,Changzhi Xingbao Steel Co Ltd,潞城市兴宝钢铁有限责任公司,"Lucheng Xingbao Iron and Steel Co., Ltd.",长治市兴宝钢铁有限责任公司,Lucheng Xingbao Iron & Steel Co Ltd,长治市兴宝钢铁有限责任公司,E100000127287,unknown,,Lucheng Xingbao Iron & Steel Co Ltd [100.0%],E100000127287 [100.0%],unknown [100.0%],Zhujiachuan,山西省长治市潞城市史廻乡朱家川村,Shijing,Shanxi,China,Asia Pacific,"36.3324490, 113.1550900",exact,https://www.gem.wiki/Changzhi_Xingbao_Steel_Co_Ltd,22.85,unknown,unknown,2003-04-14 00:00:00,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","billet, rebar","building and infrastructure, energy, tools and machinery",1154,2024-12-18 00:00:00,2024-12-16 00:00:00,no,BF; BOF,unknown,unknown,unknown,,36.332449,113.15509,CHN,0.05068142204229173,71945,2719454994.077153,36.29166667,113.125,156,1
P100000120201,Changzhou Eastern Special Steel Co Ltd,江苏金凯钢铁有限公司,"Jiangsu Jinkai Steel Co., Ltd.",常州东方特钢有限公司,Changzhou Dongfang Special Steel Co Ltd,常州东方特钢有限公司,E100000126487,unknown,,Changzhou Dongrun Special Steel Co Ltd [90.0%]; natural person(s) [10.0%],E100000127958 [90.0%]; E100000123261 [10.0%],unknown [90.0%]; unknown [10.0%],No. 5 Dongfang Road,江苏省常州市武进区湟里镇东方路5号,Huangli,Jiangsu,China,Asia Pacific,"31.6025540, 119.7242560",exact,https://www.gem.wiki/Changzhou_Eastern_Special_Steel_Co_Ltd,16.09,unknown,unknown,2010-01-18 00:00:00,unknown,unknown,unknown,,,,,finished rolled,"shapes, rounds, rail, bar",tools and machinery,2589,expired,no,no,EAF; BF; BOF,Changzhou Power Supply Company,unknown,unknown,,31.602554,119.724256,CHN,0.02752007151023909,100266,1518567272.309646,31.625,119.70833333,156,1
P100000120105,Chengde Iron and Steel Group Co Ltd,承德钢铁集团有限公司,,河钢股份有限公司承德分公司,Chengde Street Ltd,承德钢铁集团有限公司,E100000126296,unknown,Full,HBIS Group Co Ltd [100.0%],E100000124529 [100.0%],5000022648 [100.0%],"Luanhe Town, Shuangluan District, Chengde City, Hebei Province",河北省承德市双滦区滦河镇,Chengde,Hebei,China,Asia Pacific,"40.9477070, 117.7197470",exact,https://www.gem.wiki/Chengde_Iron_and_Steel_Group_Co_Ltd,72.0,unknown,unknown,1954,unknown,unknown,unknown,,,,,finished rolled,"wire rod, bar, sheet, plate","automotive, building and infrastructure, energy, tools and machinery, transport",12588,expired,expired,no,BF; BOF,unknown,unknown,unknown,,40.947707,117.719747,CHN,0.015594574445547687,41090,896245650.7992102,40.95833333,117.70833333,156,1
P100000120123,Chengde Jianlong Special Steel Co Ltd,承德建龙特殊钢有限公司,"Chengde Jianlong Iron and Steel Co., Ltd., Chengde Jianlong Iron and Steel Cement Co., Ltd.","承德建龙钢铁有限公司, 承德建龙钢铁水泥有限责任公司",Chengde Jianlong SPECIAL Steel Co Ltd,承德建龙特殊钢有限公司,E100000126323,unknown,,Beijing Jianlong Investment Co Ltd [90.2%]; unknown [9.8%],E100000000155 [90.2%]; E100000132388 [9.8%],unknown [90.2%]; unknown [9.8%],"Pinganbao Town, Xinglong County, Chengde City, Hebei Province",河北省承德市兴隆县平安堡镇／鹰手营子矿区北马圈子镇,Chengde,Hebei,China,Asia Pacific,"40.5150350, 117.5960710",exact,https://www.gem.wiki/Chengde_Jianlong_Special_Steel_Co_Ltd,25.0,unknown,unknown,2001,unknown,unknown,unknown,,1232.0,,573.0,finished rolled,pipe,"automotive, energy, tools and machinery, transport",3834,2022-07-19 00:00:00,2023-08-21 00:00:00,no,BF; BOF,unknown,unknown,unknown,1805.0,40.515035,117.596071,CHN,0.03932089632738829,43988,277866579.7444777,40.54166667,117.625,156,1
P100000120154,Chengde Shengfeng Iron and Steel Co Ltd,承德盛丰钢铁有限公司,,,Chengde Shengfeng Iron & Steel Co Ltd,承德盛丰钢铁有限公司,E100000126686,unknown,,Chengde Shengfeng Iron & Steel Co Ltd [100.0%],E100000126686 [100.0%],unknown [100.0%],"Damagou Village, Kuancheng Town, Kuancheng Manchu Autonomous County, Chengde City, Hebei Province",河北省承德市宽城满族自治县板城镇岔沟村2号,Chengde,Hebei,China,Asia Pacific,"40.6224660, 118.4908450",exact,https://www.gem.wiki/Chengde_Shengfeng_Iron_and_Steel_Co_Ltd,17.0,unknown,unknown,2003,unknown,unknown,2020,,,,,"semi-finished, finished rolled","billet, strip",unknown,50,expired,expired,no,BF; BOF,unknown,unknown,unknown,,40.622466,118.490845,CHN,0.032610272034871164,43426,714450516.0938448,40.625,118.45833333,156,1
P100000120153,Chengde Zhaofeng Steel Group Co Ltd,承德兆丰钢铁集团有限公司,,,Chengde Zhaofeng Steel Group Co Ltd,承德兆丰钢铁集团有限公司,E100000126962,unknown,,Chengde Zhaofeng Steel Group Co Ltd [100.0%],E100000126962 [100.0%],unknown [100.0%],"Provincial Highway 358, Kuancheng Manchu Autonomous County, Chengde City, Hebei Province",河北省承德市宽城满族自治县板城镇岔沟村2号,Chengde,Hebei,China,Asia Pacific,"40.5938750, 118.6333340",exact,https://www.gem.wiki/Chengde_Zhaofeng_Steel_Group_Co_Ltd,19.0,unknown,unknown,2001,unknown,unknown,2020,,,,10000.0,"crude, semi-finished, finished rolled","billet, strip",unknown,171,unknown,unknown,no,BF; BOF,unknown,unknown,unknown,10000.0,40.593875,118.633334,CHN,0.032221439772304815,43428,25938154.368309747,40.625,118.625,156,1
P100000120329,Chengdu Changfeng Iron and Steel Group Co Ltd,成都市长峰钢铁集团有限公司,Chengdu Qingcheng Iron and Steel Plant,成都青城钢铁厂,Chengdu Changfeng Steel Group Co Ltd,成都市长峰钢铁集团有限公司,E100000126710,unknown,,Chengdu Changfeng Steel Group Co Ltd [100.0%],E100000126710 [100.0%],unknown [100.0%],"No. 214, Xiangyang Street",四川省成都市都江堰经济开发区上阳街214号,unknown,Sichuan,China,Asia Pacific,"31.0319210, 103.6729560",exact,https://www.gem.wiki/Chengdu_Changfeng_Iron_and_Steel_Group_Co_Ltd,56.0,unknown,unknown,1970,unknown,unknown,unknown,,,,,finished rolled,rebar,building and infrastructure,1020,2025-07-24 00:00:00,2025-08-19 00:00:00,no,EAF,State Grid Tianfu Power Supply Company,unknown,unknown,,31.031921,103.672956,CHN,0.0366951435707509,103639,846260426.3465284,31.04166667,103.70833333,156,1
P100000120279,Chengyu Vanadium and Titanium Technology Co Ltd,威远钢铁有限公司,"Weiyuan Iron and Steel Co., Ltd.",成渝钒钛科技有限公司,Chengyu Vanadium & Titanium Technology Co Ltd,成渝钒钛科技有限公司,E100000127197,unknown,,Grand Royal Co Ltd [45.2%]; Sichuan Jintong Investment Co Ltd [14.0%]; unknown [11.7%]; Sichuan Chuanwei Group Co Ltd Labor Union [9.5%]; Sichuan Chuanwei Group Co Ltd [8.6%]; Sichuan Yiweili Investment Co Ltd [6.0%]; Weiyuan Tianyue Enterprise Management Co Ltd [5.0%],E100000130585 [45.2%]; E100000128912 [14.0%]; E100000132388 [11.7%]; E100000130256 [9.5%]; E100000127991 [8.6%]; E100000128913 [6.0%]; E100000127992 [5.0%],unknown [45.2%]; unknown [14.0%]; unknown [11.7%]; unknown [9.5%]; unknown [8.6%]; unknown [6.0%]; unknown [5.0%],Jiefang Street,四川省内江市威远县连界镇解放街,Lianjie,Sichuan,China,Asia Pacific,"29.7321430, 104.5043390",exact,https://www.gem.wiki/Chengyu_Vanadium_and_Titanium_Technology_Co_Ltd,19.46,unknown,unknown,2006-09-04 00:00:00,unknown,unknown,unknown,,,1100.0,,finished rolled,"wire rod, bar",tools and machinery,5350,2024-08-30 00:00:00,unknown,no,BF; BOF; EAF,unknown,unknown,unknown,1100.0,29.732143,104.504339,CHN,0.04427477084229371,111375,69319122.10205877,29.70833333,104.54166667,156,1
P100000120183,Chifeng Yuanlian Steel Co Ltd,赤峰远联钢铁有限责任公司,,,Chifeng Yuanlian Steel Co Ltd,赤峰远联钢铁有限责任公司,E100000123157,unknown,,Tangshan Jiaqi International Trade Co Ltd [90.0%]; Chifeng Yuanjian Iron and Steel Industry Co Ltd [10.0%],E100000124246 [90.0%]; E100001000468 [10.0%],unknown [90.0%]; unknown [10.0%],Ermao East Road,内蒙古自治区赤峰市红山区二毛东路,unknown,Inner Mongolia,China,Asia Pacific,"42.2781150, 119.0152890",exact,https://www.gem.wiki/Chifeng_Yuanlian_Steel_Co_Ltd,23.53,unknown,unknown,2002-08-09 00:00:00,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","plate, strip, bar, billet, wire",building and infrastructure,4407,2024-07-18 00:00:00,2022-12-29 00:00:00,no,BF; BOF,unknown,unknown,unknown,,42.278115,119.015289,CHN,0.029655172136035066,31966,1995635766.3421109,42.29166667,119.04166667,156,1
P100000120327,Chifeng Zhongtang Special Steel Co Ltd,赤峰中唐特钢有限公司,,,Chifeng Zhongtang Special Steel Co Ltd,赤峰中唐特钢有限公司,E100000126095,unknown,,Tangshan Jinma Iron & Steel Group Co Ltd [83.7%]; Hainan Mingbo Investment Co Ltd [16.0%]; unknown [0.3%],E100000126512 [83.7%]; E100000128365 [16.0%]; E100000132388 [0.3%],unknown [83.7%]; unknown [16.0%]; unknown [0.3%],Xizi Town Industrial Park,内蒙古自治区赤峰市宁城县汐子镇工业园区,unknown,Inner Mongolia,China,Asia Pacific,"41.8340640, 119.2818830",exact,https://www.gem.wiki/Chifeng_Zhongtang_Special_Steel_Co_Ltd,4.0,unknown,2020-06-01 00:00:00,2022,unknown,unknown,unknown,,,,,unknown,unknown,unknown,unknown,2024-01-03 00:00:00,2024-01-03 00:00:00,no,BF; BOF,unknown,unknown,unknown,,41.834064,119.281883,CHN,0.042088909402230396,34703,14520160.651008502,41.875,119.29166667,156,1
P100000121041,Chizhou Guichi Guihang Metal Products Co Ltd,池州市贵池区贵航金属制品有限公司,,,Chizhou Guichi Guihang Metal Products Co Ltd,池州市贵池区贵航金属制品有限公司,E100000127077,unknown,,Chizhou Guichi Guihang Metal Products Co Ltd [100.0%],E100000127077 [100.0%],unknown [100.0%],"Guichi Qianjiang Industrial Park, Chizhou City, Anhui Province",安徽省池州市贵池前江工业园,Chizhou,Anhui,China,Asia Pacific,"30.5327860, 117.2516600",exact,https://www.gem.wiki/Chizhou_Guichi_Guihang_Metal_Products_Co_Ltd,26.0,unknown,unknown,2000,unknown,unknown,unknown,,,,,finished rolled,special,building and infrastructure,247,2023-04-06 00:00:00,2025-04-18 00:00:00,no,EAF,State Grid Chizhou City Guichi District Power Supply Company,unknown,unknown,,30.532786,117.25166,CHN,0.04098048247809612,106795,189683194.67400867,30.54166667,117.29166667,156,1
P100000120286,Chongli Steel Manufacturing Co Ltd,崇利制钢有限公司,,,Chongli Steel Manufacturing Co Ltd,崇利制钢有限公司,E100000126996,unknown,,British Asia Pan Ruogen International Co Ltd [59.2%]; unknown [40.8%],E100000130417 [59.2%]; E100000132388 [40.8%],unknown [59.2%]; unknown [40.8%],"Jingdian Town, She County, Handan City, Hebei Province",河北省邯郸市涉县井店镇,Handan,Hebei,China,Asia Pacific,"36.6024680, 113.7557440",exact,https://www.gem.wiki/Chongli_Steel_Manufacturing_Co_Ltd,14.0,unknown,unknown,2003,unknown,unknown,2017,,800.0,,,"semi-finished, finished rolled","billet, rounds, rebar",unknown,2711,yes,yes,no,BF; BOF,unknown,unknown,unknown,800.0,36.602468,113.755744,CHN,0.04240435406804543,69800,475205331.7791578,36.625,113.79166667,156,1
P100000120074,Chongqing Iron and Steel Co Ltd,重庆钢铁股份有限公司,,,Chongqing Iron & Steel Co Ltd,重庆钢铁股份有限公司,E100000126559,unknown,,Chongqing Iron & Steel Co Ltd [100.0%],E100000126559 [100.0%],unknown [100.0%],"No. 1 Gangcheng Avenue, Jiangnan Town, Changshou District, Chongqing",重庆市长寿区江南镇钢城大道1号,Changshou,Chongqing,China,Asia Pacific,"29.7902530, 107.0403680",exact,https://www.gem.wiki/Chongqing_Iron_and_Steel_Co_Ltd,29.0,unknown,unknown,1997,unknown,unknown,unknown,,,,,"semi-finished, finished rolled","sheet, plate, bar, billet, wire","automotive, building and infrastructure, energy, tools and machinery, transport",5341,2024-01-11 00:00:00,2024-01-11 00:00:00,no,BF; BOF,6 MW Photovoltaic Power Generation,unknown,unknown,,29.790253,107.040368,CHN,0.0019196371109657295,110935,3087923383.6047015,29.79166667,107.04166667,156,1
P100001064274,Chongqing Pengcheng Steel Co Ltd,重庆市鹏程钢铁有限公司,,,Chongqing Pengcheng Steel Co Ltd,,E100002021055,5000501877,,Chongqing Pengcheng Steel Co Ltd [100.0%],E100002021055 [100.0%],5000501877 [100.0%],unknown,江津双福工业园区,unknown,Chongqing,China,Asia Pacific,"29.2596990, 106.2140310",approximate,https://www.gem.wiki/Chongqing_Pengcheng_Steel_Co_Ltd,27.67,unknown,unknown,1998-06-21 00:00:00,unknown,unknown,unknown,,,,,semi-finished,rebar,unknown,285,unknown,unknown,no,EAF,unknown,unknown,unknown,,29.259699,106.214031,CHN,0.03247145467418814,113700,3649329774.430953,29.29166667,106.20833333,156,1
